State,Year,Cancer_Type,Age_Group,Gender,Population,People_Screened,Smoking_Percent,Pollution_Index,New_Cases,Deaths,Recovered,Incidence_per_100k,Mortality_per_100k,Avg_Treatment_Cost_INR,Available_Hospital_Beds
Punjab,2024,Ovarian,0-14,Female,6800044,109503,40.59,76.7,95,20,59,1.397,0.294,362249,3054
Rajasthan,2010,Stomach,0-14,Male,4313118,168689,23.91,235.8,73,,48,,0.951,22545,3852
Jharkhand,2013,Ovarian,75+,Male,4498902,161048,11.88,154.3,78,48,32,1.734,1.067,,1893
Himachal Pradesh,2011,Breast,75+,Male,2269212,144043,39.98,159.7,47,17,26,2.071,0.749,202668,
Himachal Pradesh,2013,Oral,45-59,Female,5275202,57158,11.29,166.6,98,24,30,1.858,0.455,34359,3157
Odisha,2025,Liver,45-59,Female,3085232,119534,36.39,151.5,58,16,19,1.88,0.519,115458,1500
Haryana,2017,Liver,15-29,Male,1904462,192406,20.95,155.9,35,20,13,1.838,,,120
Bihar,2023,Leukemia,75+,Female,3619491,174467,36.75,237.7,51,,26,1.409,0.691,375945,
Karnataka,2025,Stomach,0-14,Male,7528362,106589,41.4,43.1,140,45,96,1.86,0.598,428768,
Gujarat,2010,Lung,60-74,Male,1936513,159008,22.77,218.5,35,9,21,1.807,0.465,296606,3282
Haryana,2020,Stomach,45-59,Female,5942544,172525,28.25,261.8,83,45,34,1.397,0.757,202406,4017
Rajasthan,2014,Breast,60-74,Male,4074188,129385,40.92,,72,33,41,1.767,0.81,65176,3871
Tamil Nadu,2022,Stomach,60-74,Male,7162464,96697,25.24,,147,54,100,2.052,0.754,175923,2665
Uttar Pradesh,2010,Leukemia,30-44,Female,3370704,125636,8.2,100.5,65,19,42,1.928,,438505,1028
Haryana,2020,Ovarian,45-59,Female,2042137,102628,27.37,68.3,34,10,16,,0.49,121546,
Bihar,2022,Oral,75+,Male,7270365,172308,35.21,201,121,54,62,1.664,0.743,484919,3963
Himachal Pradesh,2012,Cervical,45-59,Male,2291557,55756,14.66,213.2,44,26,20,1.92,1.135,274584,4327
Karnataka,2018,Prostate,30-44,Female,829183,107149,42.12,136.7,13,,7,1.568,0.482,84203,3329
Delhi,2013,Stomach,60-74,Female,6159667,165627,9.28,241,102,42,62,1.656,0.682,444695,686
Telangana,2025,Colorectal,30-44,Male,3719541,130432,37.17,191.4,55,,27,,0.403,482262,3260
Gujarat,2011,Colorectal,45-59,Female,3302968,16581,26.46,142.2,62,14,29,1.877,0.424,199230,2490
Madhya Pradesh,2025,Colorectal,15-29,Female,775940,172652,28.66,187.6,16,6,7,2.062,0.773,320744,475
Telangana,2017,Prostate,30-44,Female,4901843,20705,26.95,216.8,54,21,27,1.102,0.428,144944,4030
Jharkhand,2019,Oral,60-74,Female,2074495,,41.5,111.3,38,21,25,1.832,1.012,121063,3249
Haryana,2016,Breast,60-74,Female,2119796,190873,6.02,105.8,36,,16,1.698,0.613,389227,4518
Madhya Pradesh,2023,Colorectal,15-29,Male,4900472,170332,11.94,112.8,61,30,31,1.245,0.612,,3399
Maharashtra,2018,Leukemia,15-29,Male,7768866,,22.48,171.5,145,29,47,1.866,0.373,375769,4506
Rajasthan,2025,Liver,60-74,Female,2924256,,20.83,77.4,41,12,20,1.402,0.41,165603,1338
Himachal Pradesh,2018,Cervical,30-44,Male,2256587,144301,,,37,18,11,1.64,0.798,133148,1384
Himachal Pradesh,2015,Colorectal,60-74,Female,1819421,90556,18.67,164.7,29,17,13,1.594,0.934,316283,54
Andhra Pradesh,2023,Lung,75+,Male,5918924,,5.35,229,102,46,65,1.723,0.777,439249,449
Chhattisgarh,2016,Stomach,60-74,Female,5118442,106827,11.16,297.8,94,49,60,,0.957,267328,
Gujarat,2011,Cervical,75+,Female,3131951,23375,29.11,140.4,46,9,23,1.469,0.287,247530,4769
Andhra Pradesh,2020,Oral,15-29,Female,4600000,111487,36.79,151.5,69,35,35,1.5,0.761,,961
Andhra Pradesh,2014,Prostate,15-29,Male,3680259,102875,7.57,21.3,62,30,42,1.685,0.815,59342,1676
Madhya Pradesh,2014,Colorectal,60-74,Male,4783971,77765,24.72,20.9,99,21,50,2.069,,360574,2089
Andhra Pradesh,2018,Stomach,15-29,Male,4713131,,30.9,276.1,85,34,42,1.803,0.721,178621,3205
Rajasthan,2016,Oral,75+,Female,7306316,196827,12.2,187.2,107,25,65,1.464,0.342,452707,4755
Haryana,2019,Liver,60-74,Female,4959829,60136,,,77,21,51,1.552,0.423,281633,613
Andhra Pradesh,2011,Leukemia,75+,Male,1902083,183308,10.84,289.8,25,6,9,1.314,0.315,85671,3345
Bihar,2025,Stomach,30-44,Male,6731435,31339,32.53,130.4,104,36,58,1.545,0.535,44779,
Maharashtra,2020,Ovarian,45-59,Male,4603088,39744,13.62,169.7,79,,30,1.716,,202958,
Jharkhand,2024,Breast,30-44,Male,4048537,107430,23.9,225.3,67,16,31,1.655,0.395,469741,2246
Karnataka,2013,Breast,30-44,Female,1630861,196059,42.61,124.1,29,16,9,1.778,0.981,496060,1716
Gujarat,2019,Ovarian,45-59,Male,6563605,53677,20.91,29.4,101,61,54,1.539,0.929,169986,2420
Tamil Nadu,2019,Colorectal,0-14,Female,7405594,8768,39.63,270.8,128,77,51,1.728,1.04,167662,3214
Telangana,2021,Breast,75+,Female,941410,190417,30.35,209,25,12,13,2.656,1.275,330193,3722
Uttar Pradesh,2012,Leukemia,45-59,Male,5629949,184276,30.28,244.5,105,48,62,1.865,0.853,486958,1945
Uttar Pradesh,2024,Cervical,75+,Male,2464996,161588,38.66,184.2,38,22,25,1.542,0.892,,4819
Odisha,2016,Colorectal,30-44,Female,1267605,,33.92,278.1,17,,11,1.341,0.237,83773,3032
Odisha,2011,Cervical,45-59,Female,3437725,182151,20.24,145.7,50,27,22,,0.785,227021,
Karnataka,2021,Ovarian,45-59,Female,1287296,13400,6.58,,19,11,11,1.476,0.855,289329,
Tamil Nadu,2013,Cervical,0-14,Female,5197217,153547,43.79,256.3,91,39,34,1.751,0.75,234590,3258
Delhi,2021,Liver,75+,Male,1928984,,14.83,94.5,26,10,11,1.348,0.518,137459,4323
Karnataka,2018,Prostate,0-14,Male,3603398,46575,8.06,118.5,52,28,25,1.443,0.777,449166,3914
Rajasthan,2022,Prostate,45-59,Female,5070004,98054,16.08,237.5,91,49,34,1.795,0.966,204718,3839
West Bengal,2023,Lung,0-14,Female,6500402,177696,17.17,80,126,32,40,1.938,0.492,243003,139
Haryana,2010,Cervical,30-44,Male,1372939,16325,42.42,223.1,33,8,18,2.404,0.583,272340,
Jharkhand,2025,Stomach,15-29,Male,1332369,164061,19.17,,25,15,12,1.876,,364023,2886
Himachal Pradesh,2019,Stomach,60-74,Female,1642032,150708,30.12,201.4,28,5,17,1.705,0.305,319973,4202
Assam,2017,Breast,75+,Male,5051862,177164,25.28,163.3,80,19,52,1.584,,296063,1388
Chhattisgarh,2014,Breast,60-74,Male,1710655,9802,8.87,,25,8,11,1.461,,72235,3789
Gujarat,2018,Colorectal,15-29,Male,3567753,164249,40.83,299.3,59,17,26,,0.476,408329,1359
Gujarat,2022,Lung,15-29,Male,7638683,115443,23.97,169,154,72,69,2.016,0.943,471210,3116
Kerala,2025,Breast,60-74,Male,4307727,90538,29.15,122.6,70,43,35,1.625,0.998,444718,3835
Haryana,2020,Ovarian,60-74,Male,5448655,55813,20.2,27.7,100,40,66,1.835,0.734,326111,2564
Maharashtra,2024,Ovarian,75+,Female,4925969,179479,30.96,284.8,72,27,42,1.462,0.548,177505,4593
Karnataka,2025,Oral,75+,Female,1608900,123984,24.08,87.7,25,6,11,1.554,0.373,220271,
Haryana,2016,Ovarian,0-14,Male,1205514,159786,30.57,204.8,20,6,11,1.659,0.498,404112,4179
Chhattisgarh,2022,Colorectal,15-29,Male,5179424,199535,29.1,171.8,79,27,33,1.525,,147049,
Kerala,2018,Lung,60-74,Female,2375698,174858,,275.1,32,20,16,1.347,,393774,2602
Andhra Pradesh,2015,Prostate,0-14,Male,6420685,70447,40,229.1,102,45,60,1.589,0.701,168349,1438
Karnataka,2014,Liver,75+,Male,2672083,94922,33.16,116.7,43,8,22,1.609,0.299,400764,4062
Karnataka,2014,Ovarian,60-74,Male,4988632,199796,26.49,240.9,89,35,46,1.784,0.702,476412,1170
Haryana,2022,Prostate,30-44,Male,4787339,35089,12.28,52.9,91,42,62,1.901,0.877,498917,322
Uttar Pradesh,2016,Breast,60-74,Female,2134094,91109,38.75,23.1,41,26,23,1.921,1.218,333925,2099
Andhra Pradesh,2018,Oral,45-59,Male,3294212,158405,9.95,140.5,73,,46,2.216,1.093,,2315
Rajasthan,2015,Lung,15-29,Female,5495521,166088,43.92,265,85,47,29,,0.855,,3227
Jharkhand,2018,Ovarian,15-29,Female,7129773,,27.08,193.3,121,46,68,1.697,0.645,87701,469
Maharashtra,2017,Liver,45-59,Female,2577339,8177,18.59,246,44,26,24,1.707,1.009,,2321
Chhattisgarh,2019,Cervical,15-29,Female,2472205,,,228.5,44,20,21,,0.809,482521,2360
Karnataka,2016,Lung,30-44,Female,2898275,112977,43.81,95.8,58,22,39,2.001,0.759,,4724
Kerala,2017,Cervical,75+,Male,1869679,46697,41.42,24.4,31,8,15,1.658,0.428,411045,464
Rajasthan,2022,Oral,0-14,Female,5828741,114396,17.6,283.3,94,44,65,1.613,0.755,293660,212
Chhattisgarh,2025,Breast,30-44,Male,6647824,147523,36.79,222.6,121,32,,1.82,0.481,412049,4147
Gujarat,2022,Oral,75+,Male,2862768,8001,43.44,105.6,52,18,21,1.816,0.629,307540,1598
West Bengal,2017,Leukemia,30-44,Male,7790944,111424,,93,132,66,81,1.694,0.847,223530,4784
Odisha,2013,Oral,75+,Male,4353507,113915,5.1,194.3,62,35,24,1.424,0.804,410966,4973
Rajasthan,2013,Ovarian,15-29,Male,6117730,144012,36.2,231,110,22,64,1.798,0.36,,4887
Chhattisgarh,2016,Cervical,45-59,Male,7183713,42791,10.23,144.1,107,63,63,1.489,0.877,118892,
Telangana,2019,Lung,15-29,Male,4384339,52173,23.58,266.1,69,41,20,1.574,0.935,317659,418
Haryana,2016,Breast,30-44,Female,3383599,104408,36.15,199.2,41,18,26,1.212,0.532,374940,4235
Tamil Nadu,2019,Lung,60-74,Female,1787176,66328,26.81,161.3,18,7,8,1.007,0.392,353831,115
Kerala,2021,Ovarian,75+,Female,6716510,119597,11.44,163.5,125,27,82,1.861,0.402,308552,3584
Punjab,2017,Breast,45-59,Male,3810901,43691,43.73,158.4,59,26,20,1.548,0.682,291746,2512
Assam,2016,Leukemia,60-74,Male,2206235,113320,41.85,291.2,43,13,,,0.589,215285,1294
Punjab,2016,Prostate,60-74,Male,5773667,68137,,,98,50,68,1.697,0.866,70936,3940
Delhi,2014,Colorectal,15-29,Female,4018769,118624,29.97,267.6,72,46,,1.792,1.145,280869,
Rajasthan,2013,Cervical,60-74,Female,2346809,,,170.5,39,16,,1.662,0.682,289319,180
West Bengal,2022,Prostate,30-44,Female,2601983,39150,25.95,199.1,35,17,15,1.345,0.653,276188,234
Gujarat,2015,Ovarian,60-74,Male,4072721,93957,,158.6,68,30,39,,0.737,308152,
Uttar Pradesh,2018,Leukemia,75+,Male,4060319,123920,15.89,145.2,70,20,,1.724,0.493,190096,
Odisha,2013,Lung,60-74,Male,2860192,17776,23.72,156.4,49,29,,1.713,1.014,443774,2378
Punjab,2015,Stomach,75+,Male,507887,185333,37.4,265.4,7,3,,1.378,0.591,443215,
Assam,2025,Stomach,75+,Male,7733405,,,128.7,138,44,87,1.784,0.569,289914,1362
Haryana,2020,Ovarian,60-74,Female,3608882,162883,17.49,162.6,70,38,21,1.94,1.053,230342,385
Assam,2010,Lung,30-44,Male,4885263,186027,9.14,270.2,71,40,40,1.453,0.819,221411,3971
Andhra Pradesh,2013,Cervical,75+,Female,1472336,174081,,73.5,25,14,16,1.698,0.951,160276,1810
Rajasthan,2011,Leukemia,60-74,Male,3212421,80175,7.06,273,63,24,33,1.961,0.747,,3935
Uttar Pradesh,2012,Breast,60-74,Male,1459590,60446,27.28,200,31,13,16,2.124,0.891,477188,1408
Gujarat,2021,Liver,75+,Male,1177867,,37.1,135.8,31,11,19,2.632,0.934,226916,3083
Uttar Pradesh,2017,Leukemia,45-59,Male,6330222,106630,34.62,235.4,104,29,36,1.643,0.458,372621,1485
Telangana,2013,Prostate,60-74,Female,4949462,2182,17.87,53.8,84,32,,1.697,,287023,1719
Chhattisgarh,2014,Cervical,60-74,Female,721891,85100,27.63,37.8,16,4,10,2.216,0.554,117772,
Jharkhand,2022,Oral,75+,Male,5383208,100773,39.29,44.4,91,35,62,,0.65,488926,1182
Telangana,2013,Breast,45-59,Male,3420884,114861,27.27,217.1,67,41,40,1.959,1.199,42787,3142
Assam,2021,Colorectal,45-59,Female,1178232,,33.82,139.9,13,7,4,1.103,0.594,195243,3306
Haryana,2025,Leukemia,30-44,Female,513854,173753,9.97,178.6,17,4,7,3.308,0.778,318055,4496
Telangana,2010,Breast,30-44,Female,7000891,28100,37.08,216.6,109,,51,,0.371,281907,
Chhattisgarh,2013,Lung,45-59,Female,5505931,5357,22.31,194.6,93,26,50,1.689,0.472,209436,4266
Haryana,2019,Leukemia,15-29,Male,6802221,64135,38.97,157.2,121,59,,1.779,0.867,40792,2760
Uttar Pradesh,2019,Stomach,15-29,Male,7589397,8892,35.32,121.4,135,72,84,1.779,0.949,,4345
Jharkhand,2024,Cervical,45-59,Female,7927339,162870,44.02,,147,80,96,1.854,1.009,,1328
Bihar,2023,Prostate,15-29,Female,4675800,26746,29.72,58.5,91,,34,1.946,1.219,,4087
Chhattisgarh,2025,Lung,15-29,Female,1895061,1960,20.82,167.7,26,12,9,,0.633,430230,780
Tamil Nadu,2011,Breast,60-74,Male,513617,183154,17.86,161.2,9,4,4,,0.779,331382,3383
Andhra Pradesh,2021,Breast,60-74,Female,7368489,9565,5.89,195.5,126,31,46,,0.421,365732,2955
Himachal Pradesh,2022,Prostate,30-44,Male,4665352,77803,40.17,252.1,64,32,38,1.372,0.686,480221,1556
Chhattisgarh,2011,Liver,60-74,Female,6213753,137626,40.94,,108,57,37,1.738,0.917,48289,3261
Rajasthan,2019,Breast,0-14,Male,6557738,83358,16.41,234.3,96,58,47,1.464,0.884,310050,1462
Delhi,2015,Prostate,30-44,Male,6504119,80694,22.7,,111,25,62,1.707,0.384,74424,1600
Haryana,2014,Leukemia,75+,Male,2133032,78916,37.77,24,36,15,,,0.703,57132,413
Chhattisgarh,2017,Breast,60-74,Female,6172372,79370,22.07,261.9,104,33,36,1.685,0.535,181419,595
Uttar Pradesh,2022,Stomach,0-14,Male,7994553,34277,28.73,190,141,71,,1.764,0.888,434998,3310
Karnataka,2020,Liver,30-44,Female,4620115,,43.36,42.4,81,27,37,1.753,0.584,458989,3428
Odisha,2014,Liver,60-74,Male,4012414,,15.66,121.3,74,33,24,1.844,0.822,101300,400
Kerala,2014,Oral,0-14,Male,1253297,160629,10.17,176.5,21,11,13,1.676,0.878,307489,2317
Gujarat,2022,Liver,30-44,Male,1412630,104465,9.72,115.5,24,13,12,1.699,0.92,,1059
Uttar Pradesh,2024,Prostate,15-29,Male,5670376,,19.2,219.4,123,24,85,,0.423,435458,418
Delhi,2012,Ovarian,45-59,Female,5457403,156480,22.31,143.3,83,43,30,1.521,0.788,214585,2754
Madhya Pradesh,2018,Ovarian,30-44,Female,4658394,97247,36.25,110.3,66,,45,1.417,,300962,3888
Andhra Pradesh,2014,Leukemia,15-29,Female,1954514,92790,6.61,142.9,30,12,11,1.535,0.614,221443,2140
Karnataka,2018,Cervical,75+,Male,659073,116078,,74.6,9,,5,1.366,0.303,487076,4236
Telangana,2025,Oral,75+,Male,1835846,,19.65,77,25,9,11,1.362,0.49,284793,4845
Andhra Pradesh,2017,Lung,60-74,Female,959334,48239,,205.6,13,3,6,1.355,0.313,147820,646
Karnataka,2024,Prostate,0-14,Female,4850126,30668,,215.8,89,44,,1.835,0.907,186495,2774
Madhya Pradesh,2013,Stomach,60-74,Female,1437882,13734,41.19,,22,13,7,1.53,0.904,462155,3515
Gujarat,2013,Prostate,0-14,Female,7091240,80109,8.95,167.1,102,23,38,1.438,0.324,328817,657
Bihar,2017,Prostate,30-44,Female,3000146,16219,28.74,94.2,53,32,,1.767,1.067,,2096
Assam,2023,Breast,0-14,Female,6935586,142033,7.38,185.7,114,68,68,1.644,0.98,306717,2553
Odisha,2012,Breast,45-59,Female,2863230,126530,34.25,49.4,43,27,28,1.502,0.943,219824,4294
Tamil Nadu,2024,Stomach,0-14,Female,1859405,137036,6.55,216.1,24,15,10,1.291,0.807,120680,1716
Madhya Pradesh,2021,Colorectal,45-59,Female,7189841,127116,39.58,99.4,139,37,,1.933,0.515,332625,1261
Haryana,2019,Leukemia,75+,Female,6812315,152420,23.64,201,109,51,33,1.6,0.749,337478,2774
Telangana,2016,Ovarian,45-59,Female,5056782,153562,15.41,204.8,96,38,48,1.898,0.751,440362,869
Haryana,2017,Ovarian,45-59,Female,696015,186887,39.78,29.4,18,6,11,2.586,0.862,106214,4073
Chhattisgarh,2011,Stomach,30-44,Female,1844794,152950,8.69,69.6,21,13,7,1.138,0.705,165920,4792
Uttar Pradesh,2010,Breast,45-59,Male,3871807,28016,19.63,78.5,55,25,31,1.421,0.646,52724,1635
Haryana,2017,Cervical,15-29,Male,2916739,6701,,76.4,42,13,23,1.44,,490099,1157
Himachal Pradesh,2018,Cervical,60-74,Male,7176334,154240,39.43,38.8,112,31,61,1.561,0.432,89396,4881
Rajasthan,2013,Colorectal,45-59,Male,6770559,137786,13.14,284.3,115,57,37,1.699,0.842,180021,319
Madhya Pradesh,2014,Colorectal,15-29,Female,785148,52918,12.79,138.7,15,4,,1.91,0.509,121098,496
Assam,2015,Lung,60-74,Female,5676908,,19.44,101,97,47,44,1.709,0.828,425227,793
Maharashtra,2016,Colorectal,60-74,Male,6241856,185986,32.41,129.4,105,31,42,,,153537,1032
Madhya Pradesh,2024,Breast,45-59,Female,1272225,161157,19.83,161.5,22,12,,1.729,0.943,124371,3380
Assam,2017,Prostate,0-14,Male,1155846,170754,30.55,42.2,27,15,18,2.336,1.298,115320,2875
Jharkhand,2015,Ovarian,75+,Female,2879955,46206,29.57,278.8,40,17,22,,,181347,2547
Himachal Pradesh,2013,Stomach,75+,Female,6691964,56293,21.54,31,108,67,,1.614,1.001,39422,1926
Chhattisgarh,2018,Leukemia,75+,Female,3528692,194697,,212.3,56,34,19,1.587,0.964,150261,
Telangana,2019,Colorectal,0-14,Male,7397344,140713,,208.4,136,87,42,1.838,1.176,486594,1468
Maharashtra,2020,Cervical,30-44,Male,5696894,67562,13.58,109.2,109,53,54,1.913,0.93,236023,3545
Haryana,2015,Colorectal,75+,Female,6211831,8143,44.07,123.1,112,37,60,1.803,0.596,72438,521
Andhra Pradesh,2018,Ovarian,30-44,Male,1795664,132325,41.54,,34,19,,1.893,,388638,
Delhi,2012,Liver,75+,Male,4507656,48974,7.88,202.2,77,48,30,1.708,1.065,83218,228
Tamil Nadu,2021,Oral,45-59,Male,7871245,3567,42.8,185.6,139,67,91,,,248951,1166
Bihar,2022,Leukemia,30-44,Female,3050203,190345,30.37,189.8,48,28,23,1.574,0.918,258877,3893
Assam,2025,Lung,45-59,Male,3922955,,21.46,75.4,71,27,31,1.81,0.688,371016,4307
Telangana,2021,Stomach,15-29,Male,1800706,33760,13.29,154.9,35,7,12,,0.389,405347,2106
Odisha,2017,Prostate,15-29,Female,6824654,151705,26.29,,102,59,66,1.495,0.865,214630,177
Andhra Pradesh,2022,Colorectal,15-29,Male,3490169,1636,24.17,122.4,47,15,23,1.347,0.43,101916,4941
Maharashtra,2022,Breast,30-44,Female,6828710,119892,13.52,127.9,114,23,63,1.669,0.337,276997,2478
Kerala,2012,Lung,15-29,Female,3413149,39735,33.57,238.1,53,27,25,1.553,0.791,281652,1061
Chhattisgarh,2015,Liver,60-74,Male,4305207,66850,12.7,281.8,73,18,46,1.696,0.418,453137,4015
Rajasthan,2011,Stomach,75+,Male,4000127,84275,16.7,218.3,81,45,52,,1.125,116957,4807
Assam,2014,Liver,60-74,Female,851498,43793,31.77,136.6,11,3,4,1.292,0.352,218944,
Himachal Pradesh,2021,Liver,0-14,Female,6283779,196724,29.78,30.7,106,35,50,1.687,,470414,
Punjab,2013,Lung,45-59,Female,2841197,183107,34,153.1,55,24,27,1.936,,118384,1672
Kerala,2020,Leukemia,45-59,Male,2147882,97527,32.96,154.2,31,12,20,1.443,0.559,179049,
Punjab,2014,Breast,45-59,Female,793335,,32.86,214.9,15,4,7,1.891,0.504,332679,4120
Karnataka,2025,Cervical,0-14,Male,6247976,23264,26.27,291.9,104,57,,1.665,0.912,335509,1485
Himachal Pradesh,2016,Stomach,60-74,Female,2192542,191084,19.93,262.3,29,12,,1.323,0.547,382127,1090
Rajasthan,2015,Lung,30-44,Male,5987486,191310,30.68,30.2,91,28,,1.52,0.468,194206,
Karnataka,2012,Oral,60-74,Female,1029630,,39.87,87,15,5,5,1.457,0.486,493433,653
Punjab,2025,Ovarian,15-29,Female,3344868,56343,37.33,76.5,59,12,18,1.764,0.359,388510,4034
Delhi,2018,Leukemia,45-59,Male,6774320,175371,24.5,,118,39,78,1.742,0.576,423426,844
Himachal Pradesh,2024,Colorectal,0-14,Male,1238262,5186,13.28,111.7,19,9,6,1.534,0.727,239917,4758
Bihar,2021,Stomach,30-44,Male,6899430,146024,38.87,35,115,61,64,1.667,0.884,471058,
Odisha,2024,Cervical,15-29,Female,2366824,17833,19.9,172.1,34,13,12,1.437,0.549,245992,4239
Maharashtra,2010,Ovarian,0-14,Male,622664,99416,29.78,182.1,12,5,6,1.927,0.803,474257,1208
Rajasthan,2016,Lung,0-14,Male,7971166,55757,11.46,,123,75,,1.543,0.941,436953,
Assam,2010,Prostate,45-59,Male,5243009,57283,11.9,112.7,78,,23,1.488,0.935,358677,4717
Chhattisgarh,2017,Prostate,0-14,Male,1342899,44723,6.77,,20,6,11,1.489,0.447,317342,326
Telangana,2017,Stomach,15-29,Female,6410944,24350,34.66,254.1,113,,,1.763,1.076,245975,2968
Uttar Pradesh,2022,Prostate,0-14,Male,1519065,69917,22.76,247.9,30,10,18,1.975,0.658,,3021
Assam,2013,Liver,45-59,Female,5117135,105667,14.79,279.8,91,55,43,,1.075,154867,
Uttar Pradesh,2025,Oral,30-44,Female,4763617,,,119.4,86,29,27,1.805,0.609,169394,262
Rajasthan,2012,Liver,15-29,Female,7039736,191174,37.12,,110,52,60,1.563,0.739,146705,3313
Madhya Pradesh,2014,Oral,60-74,Female,5965219,129678,28.13,52.4,94,20,50,1.576,0.335,,2671
Assam,2018,Leukemia,0-14,Male,4370861,54828,25.15,138.5,68,33,,1.556,0.755,207525,3195
Punjab,2021,Prostate,60-74,Male,3313427,167411,35.14,,50,23,,,0.694,361647,1413
Rajasthan,2023,Ovarian,0-14,Male,2971502,19940,7.87,206.4,45,12,,1.514,0.404,271641,1687
Telangana,2011,Oral,15-29,Male,3192400,87178,29.91,144.6,66,39,29,2.067,1.222,213642,585
Maharashtra,2020,Ovarian,45-59,Female,529910,132088,20.06,123.4,11,5,5,2.076,0.944,107897,4041
Maharashtra,2025,Lung,60-74,Female,1052631,186380,38.27,284.5,22,10,10,2.09,0.95,429305,1322
Odisha,2018,Ovarian,45-59,Female,2069809,105389,28.73,203.6,32,13,16,1.546,0.628,445923,1106
Andhra Pradesh,2014,Oral,30-44,Female,7165313,82916,25.26,,131,71,78,1.828,0.991,427121,
Madhya Pradesh,2012,Lung,0-14,Female,746259,155963,37.26,,12,6,4,,0.804,57009,2601
Bihar,2025,Breast,45-59,Male,1108115,82309,7.38,257.3,23,12,,2.076,1.083,435862,1720
Karnataka,2016,Oral,60-74,Male,2727722,145511,38.64,,46,18,21,1.686,0.66,410484,450
Telangana,2011,Breast,75+,Male,5153741,25808,33.3,149.2,96,62,,1.863,1.203,368059,2175
Uttar Pradesh,2015,Breast,15-29,Female,2149401,30887,39.38,93,30,,17,1.396,0.837,416097,1921
Odisha,2019,Leukemia,0-14,Female,4965251,127246,42.16,121.1,93,19,43,1.873,0.383,,1656
Himachal Pradesh,2021,Colorectal,0-14,Male,1642431,172346,28.83,39.1,36,11,11,,0.67,279768,
Kerala,2015,Breast,0-14,Female,4151624,61696,11.13,141.3,66,42,31,1.59,1.012,54706,4571
Himachal Pradesh,2023,Colorectal,15-29,Female,5578250,199692,,272.1,103,55,61,1.846,0.986,23315,2776
Assam,2014,Breast,0-14,Female,3987601,172861,44.38,55.9,71,26,,1.781,0.652,390457,3382
Karnataka,2025,Prostate,45-59,Female,3529411,,30.44,,56,14,,,0.397,267292,4586
Kerala,2015,Leukemia,45-59,Female,6438492,141244,26.33,179.6,125,64,45,1.941,0.994,94008,298
Telangana,2022,Leukemia,60-74,Male,4761399,103401,23.45,77.7,68,18,45,1.428,0.378,217284,2516
Odisha,2015,Cervical,15-29,Male,573207,61756,43.95,133.8,13,8,5,2.268,,425449,496
Bihar,2011,Ovarian,45-59,Male,977053,78762,,176.9,13,5,5,1.331,0.512,466355,156
Madhya Pradesh,2014,Lung,0-14,Male,7421655,24302,20.21,45.1,130,,66,1.752,0.66,372934,3761
Maharashtra,2017,Prostate,15-29,Male,4587915,73551,24.9,209.9,72,25,31,1.569,0.545,,1445
Jharkhand,2014,Leukemia,60-74,Male,914268,140478,,93.2,20,,,2.188,1.203,382583,2096
Jharkhand,2018,Oral,60-74,Male,1967656,85084,34.63,214.6,33,11,22,1.677,,317155,918
Andhra Pradesh,2025,Liver,60-74,Male,619164,26293,31.12,80.6,8,2,2,1.292,0.323,122794,3763
Maharashtra,2018,Cervical,15-29,Female,7083026,155208,27.83,130.2,111,29,67,1.567,,293290,1622
Tamil Nadu,2016,Ovarian,75+,Female,939831,37302,5.17,255.9,15,4,9,1.596,,498531,3318
Madhya Pradesh,2013,Prostate,0-14,Male,3724342,195041,38.32,274.4,54,29,27,1.45,0.779,118620,4655
Gujarat,2021,Liver,0-14,Female,7689712,41305,,188.6,135,70,42,1.756,0.91,290149,362
Andhra Pradesh,2019,Breast,60-74,Female,6578044,178352,21.73,211.7,95,44,,1.444,0.669,199720,753
West Bengal,2013,Stomach,0-14,Male,729007,147106,13.96,,14,6,5,,0.823,490996,
Jharkhand,2025,Liver,75+,Female,3439147,64184,41.43,154.3,56,15,26,1.628,0.436,313174,4027
Madhya Pradesh,2015,Oral,0-14,Male,1659496,49992,38.23,294.7,25,10,7,1.506,0.603,285486,3085
